pid,hid,syear_x,take_revenge,similar_problems,insult_back,rec1,rec2,rec3,rec4,rec5,rec6,rec7,syear_y,recog_sup,felt_recog_sup,recog_effort,felt_recog_effort,recog_personal,felt_recog_personal,recog_pay,felt_recog_pay,syear_x,year_birth,gender,overtime,wage_lastmonth,commute_distance,new_job,reason_new_job,work_satisfaction,turnover_intention,syear_y,sector,working_hours,firmsize,school_degree,tenure,years_educ,avg_rec,age,potential_experience,age_squared,tenure_squared,mincer_residuals
1020302,118060,2005,5.0,4.0,5.0,0,0,0,0,1,0,0,2006,,,0.0,,0.0,,0.0,,2006,1975,1,,7.937374696163295,,0.0,,1.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),,6.0,[2] Realschulabschluss,6.0,12.0,4.666666666666667,32,196,10.24,0.36,0.7073970086866828
1020602,102067,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,1.0,2006,1978,1,,7.495541943884256,100.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,[60] Landverkehr; Transport in Rohrfernleitungen,38.0,,[1] Hauptschulabschluss,1.0,10.0,2.6666666666666665,29,121,8.41,0.01,
1020702,102075,2005,2.0,3.0,5.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1974,1,,7.313220387090301,12.0,0.0,,2.0,1,2006,"[31] Herstellung von Geräten der Elektrizitätserzeugung, -verteilung u. Ä.",37.0,9.0,[5] Anderer Abschluss,1.0,12.0,3.3333333333333335,33,225,10.89,0.01,0.020574859999900497
1020902,102091,2005,4.0,3.0,2.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1969,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[5] Anderer Abschluss,,10.0,3.0,38,400,14.44,,
1021102,102113,2005,4.0,3.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1960,1,20.0,7.170119543449628,25.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",24.0,9.0,[2] Realschulabschluss,12.0,12.0,3.6666666666666665,47,841,22.09,1.44,-0.4584723136521065
1021502,110205,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1971,0,60.0,7.24422751560335,25.0,0.0,,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,27.0,10.0,[1] Hauptschulabschluss,15.0,10.0,1.0,36,324,12.96,2.25,0.3613671326999084
1021602,102164,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,3.0,0.0,,0.0,,1.0,3.0,2006,1973,1,50.0,7.549609165154532,23.0,0.0,,2.0,1,2006,[90] Abwasser- und Abfallbeseitigung und sonstige Entsorgung,40.0,7.0,[1] Hauptschulabschluss,3.0,9.0,2.0,34,256,11.56,0.09,0.560024414086004
1021702,102172,2005,4.0,4.0,6.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1973,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.666666666666667,34,256,11.56,,
1022602,102261,2005,2.0,3.0,3.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1982,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[6] Ohne Abschluss verlassen,,7.0,2.6666666666666665,25,49,6.25,,
1022902,102296,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1966,1,,7.27931883541462,10.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,"[31] Herstellung von Geräten der Elektrizitätserzeugung, -verteilung u. Ä.",38.0,7.0,[1] Hauptschulabschluss,0.0,10.0,4.0,41,529,16.81,0.0,0.15877173399386724
1023002,102300,2005,2.0,1.0,1.0,0,1,0,0,0,0,0,2006,1.0,1.0,0.0,,1.0,1.0,0.0,,2006,1970,0,,5.0106352940962555,,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",,0.0,[2] Realschulabschluss,4.0,11.0,1.3333333333333333,37,361,13.69,0.16,-1.3287044508544987
1023205,102326,2005,,,,0,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1977,0,4.0,6.214608098422191,1.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",15.0,6.0,[2] Realschulabschluss,7.0,12.0,,30,144,9.0,0.49,
1023302,102334,2005,2.0,2.0,5.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1973,0,18.0,7.90100705199242,39.0,0.0,,1.0,1,2006,[80] Erziehung und Unterricht,37.0,6.0,[4] Abitur,2.0,13.0,3.0,34,256,11.56,0.04,1.2024935361213505
1023702,102377,2005,4.0,4.0,6.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1972,0,,,,,,2.0,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,4.666666666666667,35,289,12.25,,
1024205,102423,2005,4.0,7.0,7.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,1.0,2.0,1.0,2.0,2006,1969,0,,7.07326971745971,3.0,0.0,,2.0,1,2006,[32] Rundfunk- und Nachrichtentechnik,40.0,9.0,[1] Hauptschulabschluss,16.0,10.0,6.0,38,400,14.44,2.56,0.18698449297278863
1024206,102423,2005,7.0,7.0,7.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,1.0,2.0,0.0,,2006,1986,0,5.0,5.8377304471659395,35.0,1.0,[1] Erstmals erwerbstaetig,1.0,1,2006,[1] Landwirtschaft und  Jagd,39.0,6.0,[2] Realschulabschluss,0.0,10.0,7.0,21,9,4.41,0.0,-0.14407246376203098
1024302,102431,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1978,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,1.3333333333333333,29,121,8.41,,
1024902,102490,2005,1.0,1.0,3.0,1,0,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,0.0,,1.0,3.0,2006,1961,1,,6.1092475827643655,2.0,1.0,[3] Stelle bei neuen Arbeitgeber,2.0,1,2006,[60] Landverkehr; Transport in Rohrfernleitungen,30.0,6.0,[5] Anderer Abschluss,0.0,9.0,1.6666666666666667,46,784,21.16,0.0,-0.8920449597466238
1025102,102512,2005,4.0,3.0,5.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1966,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,4.0,41,529,16.81,,
1050702,105074,2005,6.0,5.0,6.0,0,0,0,0,0,1,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1963,1,43.0,7.824046010856292,20.0,0.0,,1.0,1,2006,[65] Kreditinstitute,29.0,9.0,[2] Realschulabschluss,23.0,11.0,5.666666666666667,44,676,19.36,5.29,0.08006321219066326
1050802,105082,2005,3.0,1.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1963,1,43.0,7.783224016336037,50.0,0.0,,2.0,1,2006,[40] Energieversorgung,39.0,9.0,[2] Realschulabschluss,21.0,12.0,2.0,44,676,19.36,4.41,-0.014196684946480964
1051402,105147,2005,3.0,3.0,1.0,0,0,1,0,0,0,0,2006,1.0,3.0,0.0,,1.0,3.0,0.0,,2006,1976,0,,7.317212408359839,5.0,0.0,,2.0,1,2006,[-2] trifft nicht zu,38.0,,[1] Hauptschulabschluss,13.0,10.0,2.3333333333333335,31,169,9.61,1.69,
1051702,105171,2005,3.0,2.0,1.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,3.0,1.0,3.0,2006,1977,1,4.0,7.087573705557973,9.0,0.0,,1.0,1,2006,"[33] Medizin-, Mess-, Steuer- und Regelungstechnik, Optik, Herstellung von Uhren",39.0,6.0,[2] Realschulabschluss,11.0,11.0,2.0,30,144,9.0,1.21,-0.09457661533847261
1051902,105198,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,1.0,1.0,1.0,2.0,0.0,,2006,1970,0,16.0,7.7406644019172415,25.0,1.0,[5] Stellenwechsel im Betrieb,1.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",41.0,10.0,[4] Abitur,15.0,16.0,2.0,37,361,13.69,2.25,0.29788663062641163
1052202,105228,2005,3.0,2.0,3.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2006,1976,0,8.0,7.090076835776092,43.0,0.0,,1.0,1,2006,[50] Kraftfahrzeughandel; Instandhaltung und Reparatur von Kraftfahrzeugen; Tankstellen,37.0,9.0,[2] Realschulabschluss,3.0,11.0,2.6666666666666665,31,169,9.61,0.09,0.48859722981459175
1052502,105252,2005,4.0,3.0,3.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1971,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.3333333333333335,36,324,12.96,,
1052802,105287,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1975,0,,7.549609165154532,8.0,0.0,,1.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",40.0,10.0,[4] Abitur,9.0,16.0,1.0,32,196,10.24,0.81,0.3137993639169556
1053002,105309,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1967,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,18.0,1.0,40,484,16.0,,
1053102,105317,2005,2.0,2.0,1.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1966,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.6666666666666667,41,529,16.81,,
1053402,105341,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1971,0,,6.721425700790643,4.0,0.0,,1.0,1,2006,[24] Herstellung von chemischen Erzeugnissen,20.0,10.0,[2] Realschulabschluss,18.0,11.0,1.3333333333333333,36,324,12.96,3.24,-0.3081194367830644
1053502,105350,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1970,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,1.0,37,361,13.69,,
1053602,105368,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,0.0,,1.0,3.0,2006,1976,1,23.0,7.24422751560335,5.0,0.0,,1.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),42.0,10.0,[2] Realschulabschluss,5.0,10.0,2.0,31,169,9.61,0.25,0.06081737371899454
1053802,105384,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,3.0,0.0,,2006,1973,0,8.0,6.620073206530356,35.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,16.0,,[4] Abitur,10.0,16.0,3.0,34,256,11.56,1.0,
1054202,126306,2005,2.0,2.0,3.0,0,1,0,0,0,0,0,2006,1.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2006,1975,0,,7.2485040723706105,7.0,0.0,,2.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",38.0,5.0,[4] Abitur,2.0,16.0,2.3333333333333335,32,196,10.24,0.04,0.36554573132348445
1055002,105503,2005,3.0,3.0,3.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1967,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,3.0,40,484,16.0,,
1055402,105546,2005,7.0,6.0,2.0,0,0,0,0,0,0,1,2006,0.0,,0.0,,1.0,1.0,0.0,,2006,1971,0,,5.991464547107982,2.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,15.0,2.0,[2] Realschulabschluss,0.0,11.0,5.0,36,324,12.96,0.0,-0.34670253536841233
1055602,110280,2005,6.0,5.0,5.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1968,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,5.333333333333333,39,441,15.21,,
1055604,105562,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1958,0,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[6] Ohne Abschluss verlassen,,7.0,1.0,49,961,24.01,,
1055702,105570,2005,5.0,6.0,5.0,0,0,0,0,1,0,0,2006,,,,,,,,,2006,1972,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,5.333333333333333,35,289,12.25,,
1055902,119695,2005,7.0,5.0,5.0,0,0,0,0,0,0,1,2006,1.0,2.0,0.0,,0.0,,1.0,2.0,2006,1972,1,20.0,7.4673710669175595,4.0,0.0,,1.0,1,2006,[45] Bau,41.0,5.0,[2] Realschulabschluss,16.0,11.0,5.666666666666667,35,289,12.25,2.56,0.12377921104221912
1055903,105597,2005,4.0,1.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1974,0,,5.886104031450156,3.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",16.0,1.0,[2] Realschulabschluss,0.0,11.0,3.0,33,225,10.89,0.0,-0.35055882900957336
1056002,124737,2005,4.0,2.0,2.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,3.0,2006,1973,1,,,3.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[80] Erziehung und Unterricht,15.0,10.0,[4] Abitur,0.0,15.0,2.6666666666666665,34,256,11.56,0.0,
1056102,105619,2005,4.0,4.0,1.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1970,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,3.0,37,361,13.69,,
1056302,105635,2005,3.0,3.0,4.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,1.0,2.0,0.0,,2006,1968,0,,6.907755278982137,25.0,0.0,,1.0,1,2006,"[75] Öffentliche Verwaltung, Verteidigung, Sozialversicherung",20.0,10.0,[4] Abitur,17.0,16.0,3.3333333333333335,39,441,15.21,2.89,-0.5980410560061005
1056502,105651,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1969,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,13.0,4.0,38,400,14.44,,
1056904,105694,2005,4.0,4.0,5.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1964,1,,6.907755278982137,,0.0,,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,,1.0,[3] Fachhochschulreife,7.0,12.0,4.333333333333333,43,625,18.49,0.49,-0.26969619724744387
1057002,105708,2005,4.0,2.0,1.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1969,0,10.0,7.7406644019172415,16.0,0.0,,1.0,1,2006,[65] Kreditinstitute,33.0,10.0,[2] Realschulabschluss,19.0,11.0,2.3333333333333335,38,400,14.44,3.61,0.6632332492969093
1057402,105740,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1958,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,9.0,2.0,49,961,24.01,,
1057502,125997,2005,2.0,6.0,2.0,0,1,0,0,0,0,0,2006,,,0.0,,0.0,,1.0,1.0,2006,1969,0,,,3.0,0.0,,1.0,1,2006,[93] Erbringung von sonstigen Dienstleistungen,,1.0,[1] Hauptschulabschluss,14.0,10.0,3.3333333333333335,38,400,14.44,1.96,
1057602,125938,2005,4.0,2.0,2.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1975,0,,,,,,1.0,1,2006,[-2] trifft nicht zu,,,[4] Abitur,,16.0,2.6666666666666665,32,196,10.24,,
1058102,105813,2005,1.0,1.0,3.0,1,0,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,3.0,2006,1972,1,10.0,7.313220387090301,1.0,0.0,,1.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,37.0,6.0,[1] Hauptschulabschluss,8.0,10.0,1.6666666666666667,35,289,12.25,0.64,0.1650989644754599
1058303,105830,2005,3.0,3.0,5.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1971,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[3] Fachhochschulreife,,13.0,3.6666666666666665,36,324,12.96,,
1058502,105856,2005,2.0,2.0,1.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1973,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,12.0,1.6666666666666667,34,256,11.56,,
1058602,105864,2005,4.0,2.0,2.0,0,0,0,1,0,0,0,2006,1.0,2.0,1.0,3.0,1.0,2.0,0.0,,2006,1968,0,10.0,7.265429723253953,10.0,0.0,,1.0,1,2006,[34] Herstellung von Kraftwagen und Kraftwagenteilen,40.0,9.0,[4] Abitur,7.0,16.0,2.6666666666666665,39,441,15.21,0.49,-0.009411734164385344
1060503,106054,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,1.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2006,1968,1,30.0,8.006367567650246,70.0,0.0,,1.0,1,2006,[45] Bau,40.0,9.0,[4] Abitur,4.0,18.0,2.0,39,441,15.21,0.16,0.015093669510853225
1060602,106062,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1969,1,25.0,,20.0,0.0,,1.0,1,2006,[63] Hilfs- und Nebentätigkeiten für den Verkehr; Verkehrsvermittlung,40.0,7.0,[1] Hauptschulabschluss,8.0,11.0,4.333333333333333,38,400,14.44,0.64,
1060802,106089,2005,6.0,5.0,6.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1967,0,,,,,,,1,2006,[-2] trifft nicht zu,,,,,,5.666666666666667,40,484,16.0,,
1061302,106135,2005,2.0,1.0,4.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1972,1,12.0,7.696212639346407,11.0,0.0,,1.0,1,2006,[51] Handelsvermittlung und Großhandel (ohne Handel mit Kraftfahrzeugen),42.0,5.0,[3] Fachhochschulreife,6.0,13.0,2.3333333333333335,35,289,12.25,0.36,0.357641200701341
1063002,106305,2005,4.0,5.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,1.0,2.0,1.0,2.0,2006,1977,0,,7.1308988302963465,19.0,0.0,,1.0,1,2006,"[21] Herstellung von Papier, Pappe und Waren daraus",30.0,7.0,[1] Hauptschulabschluss,7.0,10.0,4.333333333333333,30,144,9.0,0.49,0.6605287260942996
1063202,106321,2005,5.0,5.0,5.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,0.0,,1.0,3.0,2006,1965,1,30.0,7.955074273262696,25.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",38.0,9.0,[4] Abitur,8.0,18.0,5.0,42,576,17.64,0.64,-0.13618875923388707
1063402,106348,2005,1.0,1.0,1.0,1,0,0,0,0,0,0,2006,1.0,2.0,1.0,2.0,1.0,,1.0,4.0,2006,1972,1,43.0,7.851271997109883,57.0,0.0,,1.0,1,2006,[24] Herstellung von chemischen Erzeugnissen,39.0,6.0,[4] Abitur,3.0,18.0,1.0,35,289,12.25,0.09,0.07050427904249723
1063506,106356,2005,5.0,3.0,4.0,0,0,0,0,1,0,0,2006,0.0,,1.0,2.0,1.0,2.0,1.0,2.0,2006,1973,1,12.0,7.549609165154532,25.0,0.0,,1.0,1,2006,[25] Herstellung von Gummi- und Kunststoffwaren,40.0,7.0,[3] Fachhochschulreife,3.0,13.0,4.0,34,256,11.56,0.09,0.19707784033304332
1070502,107050,2005,4.0,5.0,4.0,0,0,0,1,0,0,0,2006,1.0,1.0,1.0,2.0,0.0,,1.0,3.0,2006,1959,0,,6.745236349484363,6.0,0.0,,1.0,1,2006,[17] Herstellung von Textilien,30.0,7.0,[1] Hauptschulabschluss,29.0,9.0,4.333333333333333,48,900,23.04,8.41,-0.24451027035978257
1070702,107077,2005,6.0,6.0,6.0,0,0,0,0,0,1,0,2006,1.0,4.0,1.0,4.0,1.0,3.0,1.0,3.0,2006,1975,1,30.0,7.313220387090301,12.0,0.0,,2.0,1,2006,[1] Landwirtschaft und  Jagd,40.0,5.0,[5] Anderer Abschluss,7.0,10.0,6.0,32,196,10.24,0.49,0.29052778954263925
1071102,110566,2005,5.0,5.0,6.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1971,0,30.0,7.7406644019172415,55.0,1.0,[5] Stellenwechsel im Betrieb,1.0,1,2006,[24] Herstellung von chemischen Erzeugnissen,37.0,10.0,[4] Abitur,7.0,16.0,5.333333333333333,36,324,12.96,0.49,0.462579121669763
1071503,107158,2005,1.0,4.0,4.0,1,0,0,0,0,0,0,2006,1.0,2.0,1.0,3.0,0.0,,1.0,4.0,2006,1971,1,,6.659293919683638,2.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,40.0,,[5] Anderer Abschluss,5.0,9.0,3.0,36,324,12.96,0.25,
1071802,107182,2005,1.0,1.0,2.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1975,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,1.3333333333333333,32,196,10.24,,
1071902,107190,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1972,0,,5.991464547107982,18.0,1.0,[3] Stelle bei neuen Arbeitgeber,1.0,1,2006,[93] Erbringung von sonstigen Dienstleistungen,11.0,1.0,[1] Hauptschulabschluss,0.0,10.0,2.0,35,289,12.25,0.0,-0.1942487798291337
1073202,107328,2005,4.0,7.0,7.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1971,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,6.0,36,324,12.96,,
1073502,107352,2005,1.0,2.0,3.0,1,0,0,0,0,0,0,2006,,,,,,,,,2006,1976,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,2.0,31,169,9.61,,
1073702,124702,2005,3.0,3.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1975,1,18.0,7.444248649496705,7.0,0.0,,1.0,1,2006,[34] Herstellung von Kraftwagen und Kraftwagenteilen,35.0,10.0,[4] Abitur,5.0,13.0,2.6666666666666665,32,196,10.24,0.25,-0.03566100486004942
1074602,107468,2005,2.0,2.0,2.0,0,1,0,0,0,0,0,2006,,,,,,,,,2006,1973,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,2.0,34,256,11.56,,
1074802,107484,2005,3.0,4.0,3.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1974,0,,5.703782474656201,4.0,0.0,,2.0,1,2006,[52] Einzelhandel (ohne Handel mit Kraftfahrzeugen und ohne Tankstellen); Reparatur von Gebrauchsgütern,8.0,10.0,[2] Realschulabschluss,14.0,11.0,3.3333333333333335,33,225,10.89,1.96,-1.1941221327212848
1075502,107557,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,0.0,,1.0,2.0,0.0,,1.0,2.0,2006,1972,0,,7.503289630675082,1.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,37.0,,[4] Abitur,13.0,18.0,4.333333333333333,35,289,12.25,1.69,
1075602,107565,2005,5.0,4.0,3.0,0,0,0,0,1,0,0,2006,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,2006,1973,1,40.0,7.52294091807237,,0.0,,2.0,1,2006,[65] Kreditinstitute,40.0,10.0,[4] Abitur,4.0,18.0,4.0,34,256,11.56,0.16,-0.4353065147404278
1075802,107581,2005,6.0,6.0,6.0,0,0,0,0,0,1,0,2006,,,,,,,,,2006,1977,0,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,11.0,6.0,30,144,9.0,,
1075902,107590,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,0.0,,0.0,,0.0,,1.0,2.0,2006,1968,1,,,1.0,0.0,,1.0,1,2006,[45] Bau,42.0,1.0,[2] Realschulabschluss,20.0,12.0,4.0,39,441,15.21,4.0,
1076802,107689,2005,1.0,2.0,3.0,1,0,0,0,0,0,0,2006,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,2006,1974,0,,5.966146739123692,30.0,1.0,[2] Wieder erwerbstaetig,1.0,1,2006,[-2] trifft nicht zu,5.0,,[4] Abitur,3.0,15.0,2.0,33,225,10.89,0.09,
1077202,107727,2005,3.0,4.0,2.0,0,0,1,0,0,0,0,2006,,,,,,,,,2006,1974,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[1] Hauptschulabschluss,,10.0,3.0,33,225,10.89,,
1077602,107760,2005,5.0,4.0,4.0,0,0,0,0,1,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1977,0,,6.282266746896006,,0.0,,1.0,1,2006,[-2] trifft nicht zu,,,[4] Abitur,1.0,13.0,4.333333333333333,30,144,9.0,0.01,
1077702,107778,2005,4.0,3.0,3.0,0,0,0,1,0,0,0,2006,,,1.0,3.0,1.0,2.0,1.0,3.0,2006,1965,1,,6.907755278982137,,0.0,,1.0,1,2006,[1] Landwirtschaft und  Jagd,,1.0,[1] Hauptschulabschluss,10.0,11.0,3.3333333333333335,42,576,17.64,1.0,-0.2299606025629597
1078102,107816,2005,3.0,2.0,2.0,0,0,1,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1950,1,,6.907755278982137,,0.0,,1.0,1,2006,[34] Herstellung von Kraftwagen und Kraftwagenteilen,,1.0,[4] Abitur,23.0,15.0,2.3333333333333335,57,1521,32.49,5.29,-0.7249217864344049
1078103,107816,2005,4.0,4.0,4.0,0,0,0,1,0,0,0,2006,,,,,,,,,2006,1988,1,,,,,,,1,2006,[-2] trifft nicht zu,,,[2] Realschulabschluss,,10.0,4.0,19,1,3.61,,
1078802,107883,2005,6.0,7.0,5.0,0,0,0,0,0,1,0,2006,1.0,2.0,1.0,2.0,1.0,2.0,0.0,,2006,1967,1,38.0,7.757906208351747,19.0,0.0,,1.0,1,2006,[28] Herstellung von Metallerzeugnissen,35.0,10.0,[1] Hauptschulabschluss,8.0,10.0,6.0,40,484,16.0,0.64,0.36324450749432025
1078902,107891,2005,2.0,1.0,2.0,0,1,0,0,0,0,0,2006,0.0,,0.0,,0.0,,0.0,,2006,1962,0,14.0,7.064759027791802,15.0,0.0,,1.0,1,2006,"[85] Gesundheits-, Veterinär- und Sozialwesen",28.0,6.0,[2] Realschulabschluss,22.0,12.0,1.6666666666666667,45,729,20.25,4.84,-0.028450499153734654
1079202,107921,2005,7.0,7.0,1.0,0,0,0,0,0,0,1,2006,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2006,1971,1,16.0,7.24422751560335,35.0,0.0,,1.0,1,2006,[-2] trifft nicht zu,40.0,,[2] Realschulabschluss,15.0,11.0,5.0,36,324,12.96,2.25,
